Timestamp (UTC_TIME)	XBH4.EXPT.GIF.001:COUNTS	XBH4.EXPT.GIF.002:COUNTS	XBH4.EXPT.GIF.003:COUNTS	XBH4.EXPT.GIF.004:COUNTS
2016-08-23 01:50:10.935	13100	10868	5519	0
2016-08-23 01:50:28.935	12560	10433	5302	0
2016-08-23 01:50:46.935	12135	10008	5203	0
2016-08-23 01:51:04.935	11803	9676	4919	0
2016-08-23 01:51:22.935	12770	10587	5315	0
2016-08-23 01:51:40.935	12837	10672	5304	0
2016-08-23 01:51:58.935	12453	10204	5098	0
2016-08-23 01:52:16.935	11987	9843	4939	0
2016-08-23 01:52:34.935	12353	10339	5192	0
2016-08-23 01:52:52.935	12902	10572	5332	0
2016-08-23 01:53:10.935	12818	10531	5320	0
2016-08-23 01:53:28.935	12159	10067	5113	0
2016-08-23 01:53:46.935	12819	10682	5309	0
2016-08-23 01:54:04.935	12156	10164	5124	0
2016-08-23 01:54:22.935	11638	9756	4916	0
2016-08-23 01:54:40.935	12233	10016	5007	0
2016-08-23 01:54:58.935	11390	9444	4831	0
2016-08-23 01:55:16.935	12969	10791	5428	0
2016-08-23 01:55:34.935	13086	10766	5504	0
2016-08-23 01:55:52.935	12820	10710	5345	0
2016-08-23 01:56:10.935	12554	10330	5109	0
2016-08-23 01:56:28.935	12939	10620	5413	0
2016-08-23 01:56:46.935	12410	10201	5120	0
2016-08-23 01:57:04.935	11307	9288	4642	0
2016-08-23 01:57:22.935	11953	9829	4912	0
2016-08-23 01:57:40.935	12223	10122	5143	0
2016-08-23 01:57:58.935	12824	10744	5415	0
2016-08-23 01:58:16.935	12608	10537	5351	0
2016-08-23 01:58:34.935	12836	10739	5477	0
2016-08-23 01:58:52.935	12353	10210	5161	0
2016-08-23 01:59:10.935	12806	10559	5384	0
2016-08-23 01:59:28.935	12703	10557	5255	0
2016-08-23 01:59:46.935	12123	10049	5130	0
2016-08-23 02:00:04.935	12176	9946	5016	0
2016-08-23 02:00:22.935	12521	10262	5230	0
2016-08-23 02:00:40.935	12670	10565	5306	0
2016-08-23 02:00:58.935	11911	9914	4937	0
2016-08-23 02:01:16.935	13033	10757	5486	0
2016-08-23 02:01:34.935	12074	9974	4914	0
2016-08-23 02:01:52.935	12883	10587	5264	0
2016-08-23 02:02:10.935	12130	9920	4921	0
2016-08-23 02:02:28.935	12858	10604	5336	0
2016-08-23 02:02:46.935	12428	10234	5088	0
2016-08-23 02:03:04.935	13105	10784	5500	0
2016-08-23 02:03:22.935	12602	10271	5219	0
2016-08-23 02:03:40.935	11779	9808	4978	0
2016-08-23 02:03:58.935	11930	9781	4976	0
2016-08-23 02:04:16.935	12540	10434	5185	0
2016-08-23 02:04:34.935	12821	10454	5318	0
2016-08-23 02:04:52.935	11780	9688	4839	0
2016-08-23 02:05:10.935	12635	10404	5267	0
2016-08-23 02:05:28.935	12536	10388	5198	0
2016-08-23 02:05:46.935	13259	11057	5559	0
2016-08-23 02:06:04.935	12445	10297	5155	0
2016-08-23 02:06:22.935	12195	10161	5050	0
2016-08-23 02:06:40.935	12355	10286	5172	0
2016-08-23 02:06:58.935	12701	10643	5359	0
2016-08-23 02:07:16.935	12012	10003	5077	0
2016-08-23 02:07:34.935	12116	10128	5123	0
2016-08-23 02:07:52.935	12117	10086	5109	0
2016-08-23 02:08:10.935	12709	10483	5287	0
2016-08-23 02:08:28.935	12712	10536	5261	0
2016-08-23 02:08:46.935	12347	10316	5229	0
2016-08-23 02:09:04.935	12259	10084	5102	0
2016-08-23 02:09:22.935	12611	10489	5241	0
2016-08-23 02:09:40.935	12604	10411	5167	0
2016-08-23 02:09:58.935	11837	9808	4910	0
2016-08-23 02:10:16.935	11681	9614	4725	0
2016-08-23 02:10:34.935	11547	9561	4872	0
2016-08-23 02:10:52.935	12253	10065	4992	0
2016-08-23 02:11:10.935	12451	10278	5199	0
2016-08-23 02:11:28.935	12235	10132	5042	0
2016-08-23 02:11:46.935	12301	10234	5140	0
2016-08-23 02:12:04.935	13284	11006	5530	0
2016-08-23 02:12:22.935	12870	10608	5360	0
2016-08-23 02:12:40.935	11707	9608	4735	0
2016-08-23 02:12:58.935	11672	9644	4755	0
2016-08-23 02:13:16.935	12471	10229	5024	0
2016-08-23 02:13:34.935	12424	10175	5163	0
2016-08-23 02:13:52.935	12325	10165	5025	0
2016-08-23 02:14:10.935	12646	10539	5236	0
2016-08-23 02:14:28.935	12368	10322	5277	0
2016-08-23 02:14:46.935	12685	10509	5217	0
2016-08-23 02:15:04.935	12389	10147	5051	0
2016-08-23 02:15:22.935	12078	9961	5034	0
2016-08-23 02:15:40.935	11740	9666	4778	0
2016-08-23 02:15:58.935	13181	10887	5500	0
2016-08-23 02:16:16.935	12869	10628	5325	0
2016-08-23 02:16:34.935	13133	10860	5464	0
2016-08-23 02:16:52.935	12107	9966	5105	0
2016-08-23 02:17:10.935	12615	10314	5221	0
2016-08-23 02:17:28.935	12641	10504	5226	0
2016-08-23 02:17:46.935	12020	9931	5006	0
2016-08-23 02:18:04.935	12085	10013	5017	0
2016-08-23 02:18:22.935	12098	10046	5034	0
2016-08-23 02:18:40.935	12719	10482	5238	0
2016-08-23 02:18:58.935	12907	10693	5335	0
2016-08-23 02:19:16.935	12884	10596	5307	0
2016-08-23 02:19:34.935	12216	10033	5041	0
2016-08-23 02:19:52.935	12016	9825	4900	0
2016-08-23 02:20:10.935	12644	10421	5177	0
2016-08-23 02:20:28.935	12210	10170	4997	0
2016-08-23 02:20:46.935	11885	9755	4941	0
2016-08-23 02:21:04.935	12140	9989	4949	0
2016-08-23 02:21:22.935	12678	10419	5170	0
2016-08-23 02:21:40.935	12627	10361	5112	0
2016-08-23 02:21:58.935	12415	10220	5119	0
2016-08-23 02:22:16.935	12356	10224	5046	0
2016-08-23 02:22:34.935	12655	10467	5271	0
2016-08-23 02:22:52.935	13017	10802	5439	0
2016-08-23 02:23:10.935	12653	10409	5229	0
2016-08-23 02:23:28.935	11904	9838	4963	0
2016-08-23 02:23:46.935	12387	10261	5076	0
2016-08-23 02:24:04.935	12101	10032	5019	0
2016-08-23 02:24:22.935	12830	10581	5263	0
2016-08-23 02:24:40.935	12463	10168	5206	0
2016-08-23 02:24:58.935	12500	10307	5191	0
2016-08-23 02:25:16.935	12233	10178	5097	0
2016-08-23 02:25:34.935	13091	10797	5376	0
2016-08-23 02:25:52.935	12423	10363	5217	0
2016-08-23 02:26:10.935	12048	9957	4983	0
2016-08-23 02:26:28.935	12910	10535	5274	0
2016-08-23 02:26:46.935	13279	10868	5492	0
2016-08-23 02:27:04.935	13213	10846	5418	0
2016-08-23 02:27:22.935	12768	10606	5278	0
2016-08-23 02:27:40.935	12622	10486	5247	0
2016-08-23 02:27:58.935	12624	10467	5247	0
2016-08-23 02:28:16.935	12735	10407	5143	0
2016-08-23 02:28:34.935	11465	9525	4813	0
2016-08-23 02:28:52.935	12555	10267	5016	0
2016-08-23 02:29:10.935	11651	9725	4905	0
2016-08-23 02:29:28.935	12640	10521	5250	0
2016-08-23 02:29:46.935	12727	10574	5268	0
2016-08-23 02:30:04.935	12987	10781	5382	0
