Timestamp (UTC_TIME)	XBH4.EXPT.GIF.001:COUNTS	XBH4.EXPT.GIF.002:COUNTS	XBH4.EXPT.GIF.003:COUNTS	XBH4.EXPT.GIF.004:COUNTS
2016-08-15 01:35:31.335	262	149	14	5
2016-08-15 01:35:49.335	245	144	12	5
2016-08-15 01:36:07.335	251	163	15	2
2016-08-15 01:36:25.335	247	158	7	1
2016-08-15 01:36:43.335	279	140	7	2
2016-08-15 01:37:01.335	258	157	12	3
2016-08-15 01:37:19.335	256	141	9	1
2016-08-15 01:37:37.335	215	146	8	1
2016-08-15 01:37:55.335	231	140	8	1
2016-08-15 01:38:13.335	236	144	6	1
2016-08-15 01:38:31.335	258	136	9	2
2016-08-15 01:38:49.335	251	136	5	2
2016-08-15 01:39:07.335	234	156	10	2
